VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6
271630130,4,5,6,6,5,8,4
271630135,2,5,6,6,6,5,8
271630140,2,5,6,6,6,5,4
271630145,8,5,6,6,5,4,4
271630150,8,5,6,6,5,4,4
271630155,8,5,6,6,5,4,4
271630160,8,5,6,6,5,4,4
271630165,8,5,6,6,5,4,4
271630170,4,5,6,6,5,8,4
271630175,4,5,6,6,5,8,4
271630180,4,5,6,6,6,8,4
271630185,4,5,6,6,6,8,4
271630190,4,5,6,6,6,8,4
271630195,4,5,6,6,5,8,4
271630200,4,5,6,6,5,8,4
271630205,4,5,6,6,5,8,6
271630210,8,5,6,6,5,4,4
271630215,8,5,6,6,5,4,4
271630220,2,5,6,6,6,5,8
271630225,4,5,6,6,5,8,4
271630230,4,5,6,6,5,8,6
271630235,4,5,6,6,5,8,6
271630240,4,5,6,6,5,8,6
271630245,4,5,6,6,5,8,6
271630250,4,5,6,6,5,8,6
271630255,4,5,6,6,5,8,6
271630260,4,5,6,6,5,8,4
271630270,4,5,6,6,5,8,4
271630275,4,5,6,6,5,8,4
271630280,4,5,6,6,6,8,4
271630285,2,5,6,6,6,5,8
271630290,2,5,6,6,6,5,8
271630295,2,5,6,6,6,5,8
271630300,2,5,6,6,6,5,8
271630305,8,5,6,6,5,4,4
271630310,4,5,6,6,5,8,4
271630315,4,5,6,6,5,8,4
271630320,4,5,6,6,5,8,4
271630325,4,5,6,6,5,8,4
271630330,4,5,6,6,5,8,4
271630340,4,5,6,6,5,8,4
271630345,4,5,6,6,5,8,4
271630350,8,5,6,6,5,8,4
271630360,4,5,6,6,5,8,4
271630365,4,5,6,6,5,8,6
271630370,4,5,6,6,5,8,4
271630375,4,5,6,6,5,8,4
271630380,4,5,6,6,6,8,4
271630385,4,5,6,6,6,8,8
271630390,4,5,6,6,6,8,8
271630395,4,5,6,6,6,8,8
271630400,4,5,6,6,6,8,8
271630405,4,5,6,6,6,8,4
271630410,4,5,6,6,5,8,4
271630415,4,5,6,6,5,8,4
271630420,4,5,6,6,6,8,8
271630425,4,5,6,6,5,8,4
271630430,4,5,6,6,5,8,4
271630435,4,5,6,6,6,8,4
271630440,2,5,6,6,6,5,8
271630445,2,5,6,6,6,5,8
271630450,2,5,6,6,6,5,4
271650005,1,7,4,3,3,1,2
271650010,1,7,4,3,3,1,2
271650015,1,7,4,3,3,1,2
271650020,1,7,4,3,3,1,2
271650025,1,7,4,3,3,1,2
271650030,1,7,4,3,3,1,2
271650035,1,7,4,3,3,1,2
271650040,1,7,4,3,3,1,2
271650045,1,7,4,3,3,1,2
271650050,1,7,4,3,3,1,2
271650060,1,7,4,3,3,1,2
271650065,1,7,4,3,3,1,2
271650070,1,7,4,3,3,1,2
271650075,1,7,4,3,3,1,2
271650080,1,7,4,3,3,1,2
271650085,1,7,4,3,3,1,2
271650090,1,7,4,3,3,1,2
271650095,1,7,4,3,3,1,2
271650110,1,7,4,3,3,1,2
271650125,1,7,4,3,3,1,2
271650135,1,7,4,3,3,1,2
271670005,7,3,3,2,1,2,7
271670010,7,3,3,2,1,3,7
271670015,7,3,3,2,1,2,7
271670020,7,3,3,2,1,3,7
271670025,7,3,3,2,1,3,7
271670030,7,3,3,2,1,3,7
271670035,7,3,3,2,1,3,7
271670040,7,3,3,2,1,3,7
271670050,7,3,3,2,1,3,7
271670055,7,3,3,2,1,3,7
271670060,7,3,3,2,1,3,7
271670065,7,3,3,2,1,3,7
271670070,7,3,3,2,1,3,7
271670072,7,3,3,2,1,3,7
271670075,7,3,3,2,1,2,7
271670080,7,3,3,2,1,3,7
271670085,7,3,3,2,1,3,7
271670090,7,3,3,2,1,2,7
271670095,7,3,3,2,1,2,7
271670100,7,3,3,2,1,2,7
271670105,7,3,3,2,1,2,7
271670110,7,3,3,2,1,2,7
271670113,7,3,3,2,1,3,7
271670115,7,3,3,2,1,3,7
271670120,7,3,3,2,1,2,7
271670125,7,3,3,2,1,2,7
271670130,7,3,3,2,1,2,7
271670135,7,3,3,2,1,2,7
271670140,7,3,3,2,1,3,7
271670145,7,3,3,2,1,2,7
271670150,7,3,3,2,1,2,7
271670155,7,3,3,2,1,2,7
271690005,1,6,4,3,3,1,8
271690010,1,6,4,3,3,1,8
271690015,1,6,4,3,3,1,8
271690020,1,6,4,3,3,1,8
271690025,1,6,4,3,3,1,8
271690030,1,6,4,3,3,1,8
271690035,1,6,4,3,3,1,8
271690040,1,6,4,3,3,1,8
271690042,1,6,4,3,3,1,8
271690045,1,6,4,3,3,1,8
271690050,1,6,4,3,3,1,8
271690055,1,6,4,3,3,1,8
271690058,1,6,4,3,3,1,8
271690060,1,6,4,3,3,1,8
271690065,1,6,4,3,3,1,8
271690070,1,6,4,3,3,1,8
271690075,1,6,4,3,3,1,8
271690080,1,6,4,3,3,1,8
271690085,1,6,4,3,3,1,8
271690090,1,6,4,3,3,1,8
271690095,1,6,4,3,3,1,8
271690100,1,6,4,3,3,1,8
271690105,1,6,4,3,3,1,8
271690110,1,6,4,3,3,1,8
271690115,1,6,4,3,3,1,8
271690120,1,6,4,3,3,1,8
271690125,1,6,4,3,3,1,8
271690130,1,6,4,3,3,1,8
271690135,1,6,4,3,3,1,8
271690140,1,6,4,3,3,1,8
271690145,1,6,4,3,3,1,8
271690150,1,6,4,3,3,1,8
271690155,1,6,4,3,3,1,8
271690160,1,6,4,3,3,1,8
271690165,1,6,4,3,3,1,8
271690170,1,6,4,3,3,1,8
271690175,1,6,4,3,3,1,8
271690180,1,6,4,3,3,1,8
271690185,1,6,4,3,3,1,8
271690190,1,6,4,3,3,1,8
271690195,1,6,4,3,3,1,8
271690200,1,6,4,3,3,1,8
271690205,1,6,4,3,3,1,8
271690210,1,6,4,3,3,1,8
271690215,1,6,4,3,3,1,8
271690220,1,6,4,3,3,1,8
271690225,1,6,4,3,3,1,8
271690230,1,6,4,3,3,1,8
271690240,1,6,4,3,3,1,8
271710005,6,3,7,8,7,4,7
271710007,6,3,7,8,7,4,3
271710010,6,3,7,8,7,3,7
271710015,6,3,7,8,7,3,7
271710020,6,3,7,8,7,4,7
271710025,6,3,7,8,7,3,7
271710030,6,3,7,8,7,4,7
271710031,6,3,7,8,7,3,7
271710035,6,3,7,8,7,4,7
271710040,6,3,7,8,7,3,7
271710045,6,3,7,8,7,3,7
271710050,6,3,7,8,7,3,7
271710055,6,3,7,8,7,3,7
271710060,6,3,7,8,7,3,7
271710065,6,3,7,8,7,3,7
271710070,6,3,7,8,7,4,3
271710075,6,3,7,8,7,3,3
271710085,6,3,7,8,7,3,7
271710090,6,3,7,8,7,3,7
271710095,6,3,7,8,7,4,3
271710096,6,3,7,8,7,3,7
271710100,6,3,7,8,7,3,7
271710105,6,3,7,8,7,3,7
271710110,6,3,7,8,7,3,7
271710111,6,3,7,8,7,3,7
271710115,6,3,7,8,7,3,7
271710120,6,3,7,8,7,3,7
271710125,6,3,7,8,7,4,3
271710127,6,3,7,8,7,4,3
271710130,6,3,7,8,7,4,7
271710135,6,3,7,8,7,3,7
271710140,6,3,7,8,7,4,3
271710141,6,3,7,8,7,4,3
271710142,6,3,7,8,7,4,3
271710145,6,3,7,8,7,3,7
271710150,6,3,7,8,7,3,7
271710155,6,3,7,8,7,4,7
271710156,6,3,7,8,7,4,3
271710160,6,3,7,8,7,3,7
271710165,6,3,7,8,7,3,7
271710170,6,3,7,8,7,3,7
271710175,6,3,7,8,7,3,7
271710180,6,3,7,8,7,3,7
271710185,6,3,7,8,7,3,7
271710190,6,3,7,8,7,3,7
271730005,7,7,3,2,7,3,7
271730010,7,7,3,2,7,3,7
271730020,7,7,3,2,7,3,7
271730025,7,7,3,2,7,3,7
271730030,7,7,3,2,7,3,7
271730035,7,7,3,2,7,3,7
271730040,7,7,3,2,7,3,7
271730045,7,7,3,2,7,3,7
271730050,7,7,3,2,7,3,7
271730065,7,7,3,2,7,3,7
271730070,7,7,3,2,7,3,7
271730075,7,7,3,2,7,3,7
271730080,7,7,3,2,7,3,7
271730085,7,7,3,2,7,3,7
271730090,7,7,3,2,7,3,7
271730095,7,7,3,2,7,3,7
271730100,7,7,3,2,7,3,7
271730105,7,7,3,2,7,3,7
271730110,7,7,3,2,7,3,7
271730115,7,7,3,2,7,3,7
271730120,7,7,3,2,7,3,7
271730125,7,7,3,2,7,3,7
271730130,7,7,3,2,7,3,7
271730135,7,7,3,2,7,3,7
271730140,7,7,3,2,7,3,7
271730145,7,7,3,2,7,3,7
271730150,7,7,3,2,7,3,7
271730155,7,7,3,2,7,3,7
271730160,7,7,3,2,7,3,7
271730165,7,7,3,2,7,3,7
